PMID,Split,Number of Annotators,Aggregate,Has Human Subjects,Has Target Disease,Cohort Study or Clinical Trial,Has Quantitative Outcome Measure,Has Study Drug(s),Has Population Size,Has Comparator Group
22313591,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
35179098,Train,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0
12373695,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12621388,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8443481,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14665942,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
8103646,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11448052,Train,3,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0
9654703,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1351804,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30885134,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
15133425,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10954006,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
16671928,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
12951670,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9139212,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16783563,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
8820507,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9032584,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26054042,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15745836,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
16224054,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7711133,Test,3,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3530643,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22145661,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
11422773,Train,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
23134549,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1250945,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7515652,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15109513,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27486640,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19947404,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25523124,Validation,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2539203,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11513054,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12479764,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31689423,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
15244112,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
12899647,Train,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
15989704,Validation,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2188481,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
27040362,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34731146,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22192511,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
12972448,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26745768,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2138076,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10667964,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
20957469,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16271643,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34351918,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16269957,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34991703,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
11992331,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
26151676,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28169131,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25030198,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34495283,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9263140,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23532747,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7211851,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
33268341,Test,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
16522993,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
31496363,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
20859868,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15906590,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
34271293,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
15551351,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29735469,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
21794806,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
22132827,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
11102331,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15142201,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
11730183,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21256091,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9265282,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350245,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31307476,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15786539,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15810623,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26068735,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27666878,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24149930,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26518936,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
33392636,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16386629,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11136280,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15359637,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31038218,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16360262,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16395750,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10435730,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2857739,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9788526,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
28984477,Test,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12785458,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
31112292,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15921774,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9149186,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11389575,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3608350,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23481448,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12775860,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19738291,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22497427,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20220333,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20209133,Train,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24012053,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21819368,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18991184,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24840133,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
21050287,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23819344,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
31714331,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15640336,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7285484,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
11045391,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8698447,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23924233,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10667963,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3330992,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1349763,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
33242107,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17069547,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15359374,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
8116856,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15716081,Train,3,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0
16237712,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12619026,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
9331518,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11819768,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17454626,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10394560,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32788021,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7813167,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3437302,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
34183565,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28618134,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
9719579,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
34784588,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3522371,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30521538,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
16677383,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
10759437,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7930304,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16097365,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8222387,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12759298,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14535632,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11999665,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15976989,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30680679,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
27789729,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12010137,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9690721,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1632683,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10740160,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
22525047,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29843379,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10335904,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9603534,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2487533,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
32912193,Train,3,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0
21993207,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16358864,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24415784,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25089619,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
24048511,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17922979,Train,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
11453511,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
24124056,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9052515,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9546119,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26002298,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19399742,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11142965,Test,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11426526,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17678910,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24526247,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12830340,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15049437,Test,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
30249195,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10335905,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2671083,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
9161888,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
14564679,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
17235049,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11566042,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
32567446,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
34781972,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31823333,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2109497,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17561238,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
16442024,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
9813955,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7508002,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2252123,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23558394,Test,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7485925,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9719120,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12621600,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
18496149,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20971719,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9934807,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26448056,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
16480498,Validation,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34171919,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21742399,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8738762,Test,3,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0
22127555,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
7723340,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3094981,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22130792,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20740616,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2887188,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
16269046,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28984521,Validation,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
25062497,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12170927,Train,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11852667,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34897654,Train,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30146591,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26261894,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22138961,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
9881079,Validation,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
24439972,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17332690,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26587656,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8405626,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25880729,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12663600,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14979400,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22170417,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22488603,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19884613,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3534859,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11973410,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22425218,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6145288,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12805106,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
25220626,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
10844053,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21497011,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2929404,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33216356,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25646296,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
20045922,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24060353,Test,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
23732466,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23559359,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7294770,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16355002,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7762059,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6844388,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
28841230,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30427713,Test,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
27424475,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29880175,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30235757,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
109598,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
33683325,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19965944,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16292089,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29309593,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
25721356,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32313194,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1679390,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22233329,Test,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
24831763,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21271794,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1640192,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27340029,Train,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9639076,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3723795,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11140235,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
20619242,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
31591807,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
25308323,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970265,Train,3,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
21885126,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26386793,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15097245,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25655945,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31814441,Validation,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3081923,Validation,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
24481953,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9331003,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
11090092,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10732848,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12745511,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30269520,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15311369,Train,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
33910429,Validation,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28283018,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
17267456,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22106853,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31422649,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30210082,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
18990177,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27423289,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6830318,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17132721,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17698942,Test,3,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18698541,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16985032,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11475715,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14656563,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6126907,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3121819,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10719611,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117875,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9762022,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30521063,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8650875,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12760893,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
15189749,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
10673735,Train,3,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
33118231,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20205105,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33570488,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
22329861,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12433452,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14601352,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31836100,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8266917,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29454480,Train,3,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0
27311528,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
33685195,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
27447836,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
23260990,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17436602,Validation,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2684802,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26109589,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9500629,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6973687,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
23845888,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23597528,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15255801,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11847951,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
26293521,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23698198,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8667462,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11593175,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28065907,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9921806,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20009004,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12518269,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21225553,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
20031767,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10596882,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28392133,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10459685,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11282251,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
25516276,Train,3,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3310563,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
